name,path,description,external_url,background_color,Background,Backhair,Body,Face,Fronthair
Love Addicted Girl #883,https://love-addicted-girls.s3.amazonaws.com/images/0883.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,maid2,basic2,odango
Love Addicted Girl #884,https://love-addicted-girls.s3.amazonaws.com/images/0884.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,sweet2,gal3,hime2
Love Addicted Girl #885,https://love-addicted-girls.s3.amazonaws.com/images/0885.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,swim1,kira3,hime
Love Addicted Girl #886,https://love-addicted-girls.s3.amazonaws.com/images/0886.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,maid2,cocktail3,hime
Love Addicted Girl #887,https://love-addicted-girls.s3.amazonaws.com/images/0887.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,sakyubasu1,kira2,hime2
Love Addicted Girl #888,https://love-addicted-girls.s3.amazonaws.com/images/0888.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime,maid2,ero1,hime
Love Addicted Girl #889,https://love-addicted-girls.s3.amazonaws.com/images/0889.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime,casino1,cocktail1,hime
Love Addicted Girl #890,https://love-addicted-girls.s3.amazonaws.com/images/0890.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,casino2,kira2,odango
Love Addicted Girl #891,https://love-addicted-girls.s3.amazonaws.com/images/0891.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,twintail,casino1,kira1,twintail
Love Addicted Girl #892,https://love-addicted-girls.s3.amazonaws.com/images/0892.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime2,wafuku1,basic2,hime2
Love Addicted Girl #893,https://love-addicted-girls.s3.amazonaws.com/images/0893.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime2,maid2,kira1,hime2
Love Addicted Girl #894,https://love-addicted-girls.s3.amazonaws.com/images/0894.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,zero,loli1,gal3,zero
Love Addicted Girl #895,https://love-addicted-girls.s3.amazonaws.com/images/0895.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,zero,swim2,gal3,zero
Love Addicted Girl #896,https://love-addicted-girls.s3.amazonaws.com/images/0896.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,odango,sweet2,ero2,odango
Love Addicted Girl #897,https://love-addicted-girls.s3.amazonaws.com/images/0897.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,wafuku2,kira1,hime2
Love Addicted Girl #898,https://love-addicted-girls.s3.amazonaws.com/images/0898.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,zero,sakyubasu1,gal3,zero
Love Addicted Girl #899,https://love-addicted-girls.s3.amazonaws.com/images/0899.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,odango,loli2,gal3,odango
Love Addicted Girl #900,https://love-addicted-girls.s3.amazonaws.com/images/0900.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_moon,odango,wafuku2,ero2,odango
Love Addicted Girl #901,https://love-addicted-girls.s3.amazonaws.com/images/0901.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,odango,swim1,ero1,odango
Love Addicted Girl #902,https://love-addicted-girls.s3.amazonaws.com/images/0902.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,zero,shifuku3,gal2,zero
Love Addicted Girl #903,https://love-addicted-girls.s3.amazonaws.com/images/0903.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,twintail,shifuku2,cocktail1,twintail
Love Addicted Girl #904,https://love-addicted-girls.s3.amazonaws.com/images/0904.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,wafuku1,basic2,twintail
Love Addicted Girl #905,https://love-addicted-girls.s3.amazonaws.com/images/0905.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,loli2,basic2,hime2
Love Addicted Girl #906,https://love-addicted-girls.s3.amazonaws.com/images/0906.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,caba2,kira3,odango
Love Addicted Girl #907,https://love-addicted-girls.s3.amazonaws.com/images/0907.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,swim2,kira3,odango
Love Addicted Girl #908,https://love-addicted-girls.s3.amazonaws.com/images/0908.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_moon,hime2,maid2,basic2,hime2
Love Addicted Girl #909,https://love-addicted-girls.s3.amazonaws.com/images/0909.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,cocktail,loli2,cocktail2,cocktail
Love Addicted Girl #910,https://love-addicted-girls.s3.amazonaws.com/images/0910.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,cocktail,swim1,kira2,cocktail
Love Addicted Girl #911,https://love-addicted-girls.s3.amazonaws.com/images/0911.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,zero,loli1,ero1,zero
Love Addicted Girl #912,https://love-addicted-girls.s3.amazonaws.com/images/0912.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,zero,shifuku3,basic1,zero
Love Addicted Girl #913,https://love-addicted-girls.s3.amazonaws.com/images/0913.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,gal,caba2,ero1,gal
Love Addicted Girl #914,https://love-addicted-girls.s3.amazonaws.com/images/0914.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,gal,maid2,ero1,gal
Love Addicted Girl #915,https://love-addicted-girls.s3.amazonaws.com/images/0915.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,cocktail,swim1,gal2,cocktail
Love Addicted Girl #916,https://love-addicted-girls.s3.amazonaws.com/images/0916.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,zero,casino2,ero2,zero
Love Addicted Girl #917,https://love-addicted-girls.s3.amazonaws.com/images/0917.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,casino2,cocktail3,hime2
Love Addicted Girl #918,https://love-addicted-girls.s3.amazonaws.com/images/0918.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,cocktail,sakyubasu1,cocktail2,cocktail
Love Addicted Girl #919,https://love-addicted-girls.s3.amazonaws.com/images/0919.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,zero,casino1,ero1,zero
Love Addicted Girl #920,https://love-addicted-girls.s3.amazonaws.com/images/0920.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,sakyubasu1,cocktail2,twintail
Love Addicted Girl #921,https://love-addicted-girls.s3.amazonaws.com/images/0921.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,sweet2,gal3,odango
Love Addicted Girl #922,https://love-addicted-girls.s3.amazonaws.com/images/0922.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_moon,odango,caba2,kira1,odango
Love Addicted Girl #923,https://love-addicted-girls.s3.amazonaws.com/images/0923.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime,caba2,gal3,hime
Love Addicted Girl #924,https://love-addicted-girls.s3.amazonaws.com/images/0924.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_moon,cocktail,maid1,cocktail1,cocktail
Love Addicted Girl #925,https://love-addicted-girls.s3.amazonaws.com/images/0925.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,cocktail,wafuku1,kira1,cocktail
Love Addicted Girl #926,https://love-addicted-girls.s3.amazonaws.com/images/0926.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,twintail,shifuku,cocktail2,twintail
Love Addicted Girl #927,https://love-addicted-girls.s3.amazonaws.com/images/0927.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime,loli2,cocktail3,hime
Love Addicted Girl #928,https://love-addicted-girls.s3.amazonaws.com/images/0928.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,loli2,basic2,hime2
Love Addicted Girl #929,https://love-addicted-girls.s3.amazonaws.com/images/0929.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,gal,wafuku1,kira2,gal
Love Addicted Girl #930,https://love-addicted-girls.s3.amazonaws.com/images/0930.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime,swim2,basic1,hime
Love Addicted Girl #931,https://love-addicted-girls.s3.amazonaws.com/images/0931.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,zero,sweet2,basic2,zero
Love Addicted Girl #932,https://love-addicted-girls.s3.amazonaws.com/images/0932.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotsuki3,hime,loli2,gal2,hime
Love Addicted Girl #933,https://love-addicted-girls.s3.amazonaws.com/images/0933.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,cocktail,wafuku2,kira2,cocktail
Love Addicted Girl #934,https://love-addicted-girls.s3.amazonaws.com/images/0934.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,cocktail,sweet2,cocktail1,cocktail
Love Addicted Girl #935,https://love-addicted-girls.s3.amazonaws.com/images/0935.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,casino2,kira2,twintail
Love Addicted Girl #936,https://love-addicted-girls.s3.amazonaws.com/images/0936.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,zero,casino2,cocktail1,zero
Love Addicted Girl #937,https://love-addicted-girls.s3.amazonaws.com/images/0937.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,sweet2,basic2,hime2
Love Addicted Girl #938,https://love-addicted-girls.s3.amazonaws.com/images/0938.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,wafuku1,kira3,hime2
Love Addicted Girl #939,https://love-addicted-girls.s3.amazonaws.com/images/0939.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,casino1,cocktail1,odango
Love Addicted Girl #940,https://love-addicted-girls.s3.amazonaws.com/images/0940.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,swim2,ero1,odango
Love Addicted Girl #941,https://love-addicted-girls.s3.amazonaws.com/images/0941.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,zero,loli2,ero2,zero
Love Addicted Girl #942,https://love-addicted-girls.s3.amazonaws.com/images/0942.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,zero,casino2,cocktail2,zero
Love Addicted Girl #943,https://love-addicted-girls.s3.amazonaws.com/images/0943.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,cocktail,maid1,basic1,cocktail
Love Addicted Girl #944,https://love-addicted-girls.s3.amazonaws.com/images/0944.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,zero,shifuku,basic2,zero
Love Addicted Girl #945,https://love-addicted-girls.s3.amazonaws.com/images/0945.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,gal,shifuku3,kira3,gal
Love Addicted Girl #946,https://love-addicted-girls.s3.amazonaws.com/images/0946.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,twintail,wafuku1,gal2,twintail
Love Addicted Girl #947,https://love-addicted-girls.s3.amazonaws.com/images/0947.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,twintail,wafuku2,cocktail2,twintail
Love Addicted Girl #948,https://love-addicted-girls.s3.amazonaws.com/images/0948.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,shifuku3,cocktail1,odango
Love Addicted Girl #949,https://love-addicted-girls.s3.amazonaws.com/images/0949.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,gal,wafuku2,basic1,gal
Love Addicted Girl #950,https://love-addicted-girls.s3.amazonaws.com/images/0950.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,loli1,gal3,twintail
Love Addicted Girl #951,https://love-addicted-girls.s3.amazonaws.com/images/0951.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,loli2,cocktail2,hime
Love Addicted Girl #952,https://love-addicted-girls.s3.amazonaws.com/images/0952.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,zero,loli2,cocktail3,zero
Love Addicted Girl #953,https://love-addicted-girls.s3.amazonaws.com/images/0953.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,cocktail,maid2,ero2,cocktail
Love Addicted Girl #954,https://love-addicted-girls.s3.amazonaws.com/images/0954.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,maid1,cocktail3,odango
Love Addicted Girl #955,https://love-addicted-girls.s3.amazonaws.com/images/0955.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime2,shifuku2,gal2,hime2
Love Addicted Girl #956,https://love-addicted-girls.s3.amazonaws.com/images/0956.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,loli2,basic2,odango
Love Addicted Girl #957,https://love-addicted-girls.s3.amazonaws.com/images/0957.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,gal,casino2,cocktail2,gal
Love Addicted Girl #958,https://love-addicted-girls.s3.amazonaws.com/images/0958.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,maid1,kira2,hime2
Love Addicted Girl #959,https://love-addicted-girls.s3.amazonaws.com/images/0959.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime,maid2,cocktail1,hime
Love Addicted Girl #960,https://love-addicted-girls.s3.amazonaws.com/images/0960.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,cocktail,shifuku3,cocktail2,cocktail
Love Addicted Girl #961,https://love-addicted-girls.s3.amazonaws.com/images/0961.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,maid1,kira1,hime2
Love Addicted Girl #962,https://love-addicted-girls.s3.amazonaws.com/images/0962.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,zero,casino2,gal3,zero
Love Addicted Girl #963,https://love-addicted-girls.s3.amazonaws.com/images/0963.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotuki,zero,shifuku2,gal3,zero
Love Addicted Girl #964,https://love-addicted-girls.s3.amazonaws.com/images/0964.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,twintail,swim2,cocktail1,twintail
Love Addicted Girl #965,https://love-addicted-girls.s3.amazonaws.com/images/0965.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,zero,swim1,kira1,zero
Love Addicted Girl #966,https://love-addicted-girls.s3.amazonaws.com/images/0966.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,gal,shifuku,cocktail3,gal
Love Addicted Girl #967,https://love-addicted-girls.s3.amazonaws.com/images/0967.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,swim1,basic1,hime
Love Addicted Girl #968,https://love-addicted-girls.s3.amazonaws.com/images/0968.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,zero,loli1,cocktail3,zero
Love Addicted Girl #969,https://love-addicted-girls.s3.amazonaws.com/images/0969.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_lantern,hime,wafuku2,cocktail1,hime
Love Addicted Girl #970,https://love-addicted-girls.s3.amazonaws.com/images/0970.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_lantern,zero,sweet2,cocktail3,zero
Love Addicted Girl #971,https://love-addicted-girls.s3.amazonaws.com/images/0971.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,odango,loli2,cocktail2,odango
Love Addicted Girl #972,https://love-addicted-girls.s3.amazonaws.com/images/0972.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,swim1,basic2,odango
Love Addicted Girl #973,https://love-addicted-girls.s3.amazonaws.com/images/0973.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime,wafuku2,basic2,hime
Love Addicted Girl #974,https://love-addicted-girls.s3.amazonaws.com/images/0974.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,zero,swim1,kira2,zero
Love Addicted Girl #975,https://love-addicted-girls.s3.amazonaws.com/images/0975.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,gal,shifuku3,kira2,gal
Love Addicted Girl #976,https://love-addicted-girls.s3.amazonaws.com/images/0976.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,odango,sakyubasu1,cocktail1,odango
Love Addicted Girl #977,https://love-addicted-girls.s3.amazonaws.com/images/0977.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime,shifuku3,kira1,hime
Love Addicted Girl #978,https://love-addicted-girls.s3.amazonaws.com/images/0978.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,wafuku2,ero1,hime
Love Addicted Girl #979,https://love-addicted-girls.s3.amazonaws.com/images/0979.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,cocktail,maid2,ero1,cocktail
Love Addicted Girl #980,https://love-addicted-girls.s3.amazonaws.com/images/0980.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,maid2,cocktail1,hime
Love Addicted Girl #981,https://love-addicted-girls.s3.amazonaws.com/images/0981.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,hime2,loli2,basic1,hime2
Love Addicted Girl #982,https://love-addicted-girls.s3.amazonaws.com/images/0982.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,twintail,casino2,gal2,twintail
Love Addicted Girl #983,https://love-addicted-girls.s3.amazonaws.com/images/0983.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,odango,wafuku1,basic1,odango
Love Addicted Girl #984,https://love-addicted-girls.s3.amazonaws.com/images/0984.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,zero,sakyubasu1,kira3,zero
Love Addicted Girl #985,https://love-addicted-girls.s3.amazonaws.com/images/0985.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,odango,wafuku2,kira1,odango
Love Addicted Girl #986,https://love-addicted-girls.s3.amazonaws.com/images/0986.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,sakyubasu1,cocktail1,hime2
Love Addicted Girl #987,https://love-addicted-girls.s3.amazonaws.com/images/0987.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,wafuku1,cocktail3,twintail
Love Addicted Girl #988,https://love-addicted-girls.s3.amazonaws.com/images/0988.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,zero,swim2,gal2,zero
Love Addicted Girl #989,https://love-addicted-girls.s3.amazonaws.com/images/0989.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,cocktail,swim2,gal2,cocktail
Love Addicted Girl #990,https://love-addicted-girls.s3.amazonaws.com/images/0990.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime2,loli1,cocktail1,hime2
Love Addicted Girl #991,https://love-addicted-girls.s3.amazonaws.com/images/0991.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,twintail,cab1,gal2,twintail
Love Addicted Girl #992,https://love-addicted-girls.s3.amazonaws.com/images/0992.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,wafuku2,basic2,odango
Love Addicted Girl #993,https://love-addicted-girls.s3.amazonaws.com/images/0993.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime2,wafuku1,ero2,hime2
Love Addicted Girl #994,https://love-addicted-girls.s3.amazonaws.com/images/0994.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,zero,maid2,cocktail3,zero
Love Addicted Girl #995,https://love-addicted-girls.s3.amazonaws.com/images/0995.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime,casino2,kira2,hime
Love Addicted Girl #996,https://love-addicted-girls.s3.amazonaws.com/images/0996.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,zero,casino2,cocktail2,zero
Love Addicted Girl #997,https://love-addicted-girls.s3.amazonaws.com/images/0997.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,gal,cab1,gal2,gal
Love Addicted Girl #998,https://love-addicted-girls.s3.amazonaws.com/images/0998.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,zero,cab1,gal2,zero
Love Addicted Girl #999,https://love-addicted-girls.s3.amazonaws.com/images/0999.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime2,shifuku,basic2,hime2
Love Addicted Girl #1000,https://love-addicted-girls.s3.amazonaws.com/images/1000.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime,wafuku1,basic2,hime
Love Addicted Girl #1001,https://love-addicted-girls.s3.amazonaws.com/images/1001.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,twintail,sweet2,ero1,twintail
Love Addicted Girl #1002,https://love-addicted-girls.s3.amazonaws.com/images/1002.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,swim1,gal2,odango
Love Addicted Girl #1003,https://love-addicted-girls.s3.amazonaws.com/images/1003.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,swim1,cocktail3,odango
Love Addicted Girl #1004,https://love-addicted-girls.s3.amazonaws.com/images/1004.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,sweet2,kira3,hime2
Love Addicted Girl #1005,https://love-addicted-girls.s3.amazonaws.com/images/1005.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,shifuku,cocktail3,odango
Love Addicted Girl #1006,https://love-addicted-girls.s3.amazonaws.com/images/1006.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,odango,shifuku,cocktail2,odango
Love Addicted Girl #1007,https://love-addicted-girls.s3.amazonaws.com/images/1007.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,wafuku1,cocktail3,hime
Love Addicted Girl #1008,https://love-addicted-girls.s3.amazonaws.com/images/1008.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,hime2,sakyubasu1,cocktail2,hime2
Love Addicted Girl #1009,https://love-addicted-girls.s3.amazonaws.com/images/1009.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,twintail,casino2,kira2,twintail
Love Addicted Girl #1010,https://love-addicted-girls.s3.amazonaws.com/images/1010.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,gal,caba2,kira2,gal
Love Addicted Girl #1011,https://love-addicted-girls.s3.amazonaws.com/images/1011.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,rare_kurotuki,cocktail,wafuku1,ero1,cocktail
Love Addicted Girl #1012,https://love-addicted-girls.s3.amazonaws.com/images/1012.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,hime,maid1,kira2,hime
Love Addicted Girl #1013,https://love-addicted-girls.s3.amazonaws.com/images/1013.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,wafuku2,cocktail3,hime2
Love Addicted Girl #1014,https://love-addicted-girls.s3.amazonaws.com/images/1014.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,casino1,basic2,odango
Love Addicted Girl #1015,https://love-addicted-girls.s3.amazonaws.com/images/1015.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,odango,shifuku,basic1,odango
Love Addicted Girl #1016,https://love-addicted-girls.s3.amazonaws.com/images/1016.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime2,sweet2,kira1,hime2
Love Addicted Girl #1017,https://love-addicted-girls.s3.amazonaws.com/images/1017.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime,loli2,gal3,hime
Love Addicted Girl #1018,https://love-addicted-girls.s3.amazonaws.com/images/1018.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,twintail,wafuku1,basic2,twintail
Love Addicted Girl #1019,https://love-addicted-girls.s3.amazonaws.com/images/1019.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime2,casino1,gal3,hime2
Love Addicted Girl #1020,https://love-addicted-girls.s3.amazonaws.com/images/1020.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,green,odango,sweet2,ero1,odango
Love Addicted Girl #1021,https://love-addicted-girls.s3.amazonaws.com/images/1021.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,cocktail,loli1,cocktail3,cocktail
Love Addicted Girl #1022,https://love-addicted-girls.s3.amazonaws.com/images/1022.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime,caba2,kira1,hime
Love Addicted Girl #1023,https://love-addicted-girls.s3.amazonaws.com/images/1023.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,hime,maid2,gal3,hime
Love Addicted Girl #1024,https://love-addicted-girls.s3.amazonaws.com/images/1024.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,cocktail,casino1,cocktail1,cocktail
Love Addicted Girl #1025,https://love-addicted-girls.s3.amazonaws.com/images/1025.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,cocktail,swim1,cocktail1,cocktail
Love Addicted Girl #1026,https://love-addicted-girls.s3.amazonaws.com/images/1026.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,gal,maid2,cocktail2,gal
Love Addicted Girl #1027,https://love-addicted-girls.s3.amazonaws.com/images/1027.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,orange,cocktail,swim2,kira1,cocktail
Love Addicted Girl #1028,https://love-addicted-girls.s3.amazonaws.com/images/1028.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,zero,caba2,ero2,zero
Love Addicted Girl #1029,https://love-addicted-girls.s3.amazonaws.com/images/1029.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,water,gal,loli2,ero2,gal
Love Addicted Girl #1030,https://love-addicted-girls.s3.amazonaws.com/images/1030.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,blue,hime,swim1,ero2,hime
Love Addicted Girl #1031,https://love-addicted-girls.s3.amazonaws.com/images/1031.png,2000 Generative NFT collection,https://soudan-nft.xyz/,FFFFFF,red,zero,casino2,kira1,zero
